0	0.392	0
0.392	0.520231	1
0.520231	0.649576	2
0.649576	0.780231	3
0.780231	0.960231	4
0.960231	1.080231	1
1.080231	1.200231	2
1.200231	1.340231	3
1.340231	1.500231	4
1.500231	1.600231	1
1.600231	1.720231	2
1.720231	1.840231	3
1.840231	2.000231	4
2.000231	2.100231	1
2.100231	2.240231	2
2.240231	2.360231	3
2.360231	2.540231	4
2.540231	2.640231	1
2.640231	2.780231	2
2.780231	2.900231	3
2.900231	3.080231	4
3.080231	3.200231	1
3.200231	3.320231	2
3.320231	3.460231	3
3.460231	3.620231	4
3.620231	3.700231	1
3.700231	3.840231	2
3.840231	3.960231	3
3.960231	4.160231	4
4.160231	4.260231	1
4.260231	4.400231	2
4.400231	4.520231	3
4.520231	4.720231	4
4.720231	4.800231	1
4.800231	4.940231	2
4.940231	5.060231	3
5.060231	5.280231	4
5.280231	5.360231	1
5.360231	5.480231	2
5.480231	5.640231	3
5.640231	5.820231	4
5.820231	5.900231	1
5.900231	6.040231	2
6.040231	6.160231	3
6.160231	6.340231	4
6.340231	6.480231	1
6.480231	6.600231	2
6.600231	6.740231	3
6.740231	6.900231	4
6.900231	6.980231	1
6.980231	7.120231	2
7.120231	7.240231	3
7.240231	7.400231	4
7.400231	7.500231	1
7.500231	7.660231	2
7.660231	7.780231	3
7.780231	7.945901	4
7.945901	8.040231	1
8.040231	8.180231	2
8.180231	8.300231	3
8.300231	8.51948	4
8.51948	8.640231	1
8.640231	8.789621	2
8.789621	8.878202	3
8.878202	9.086148	4
9.086148	9.173473	1
9.173473	9.340231	2
9.340231	9.453038	3
9.453038	9.620148	4
9.620148	9.720231	1
9.720231	9.880231	2
9.880231	9.965049	3
9.965049	10.160231	4
10.160231	10.280231	1
10.280231	10.420231	2
10.420231	10.580231	3
10.580231	10.700231	4
10.700231	10.840231	1
10.840231	10.980231	2
10.980231	11.160231	3
11.160231	11.260231	4
11.260231	11.360231	1
11.360231	11.500231	2
11.500231	11.640231	3
11.640231	11.780231	4
11.780231	11.880231	1
11.880231	12.023148	2
12.023148	12.138744	3
12.138744	12.300207	4
12.300231	12.400231	1
12.400231	12.540231	2
12.540231	12.660231	3
12.660231	12.820231	4
12.820231	12.940231	1
12.940231	13.080231	2
13.080231	13.220231	3
13.220231	13.400231	4
13.400231	13.500231	1
13.500231	13.640231	2
13.640231	13.780231	3
13.780231	13.920231	4
13.920231	14.020231	1
14.020231	14.160231	2
14.160231	14.300231	3
14.300231	14.440231	4
14.440231	14.540231	1
14.540231	14.680231	2
14.680231	14.800231	3
14.800231	14.940231	4
14.940231	15.040231	1
15.040231	15.200231	2
15.200231	15.300231	3
15.300231	15.460231	4
15.460231	15.560231	1
15.560231	15.700231	2
15.700231	15.840231	3
15.840231	15.960231	4
15.960231	16.080231	1
16.080231	16.220231	2
16.220231	16.360231	3
16.360231	16.460231	4
16.460231	16.600231	1
16.600231	16.7324	2
16.7324	16.841713	3
16.841713	16.980231	4
16.980231	17.087981	1
17.087981	17.088	0
