0	0.1545	0
0.1545	0.320308	1
0.320308	0.400308	2
0.400308	0.500308	3
0.500308	0.634524	4
0.634524	0.780308	1
0.780308	0.860308	2
0.860308	0.964279	3
0.964279	1.084285	4
1.084285	1.209508	1
1.209508	1.320122	2
1.320122	1.426562	3
1.426562	1.554916	4
1.554916	1.656139	1
1.656139	1.793885	2
1.793885	1.883628	3
1.883628	2.003634	4
2.003634	2.140308	1
2.140308	2.246776	2
2.246776	2.338607	3
2.338607	2.460308	4
2.460308	2.640308	1
2.640308	2.720308	2
2.720308	2.820308	3
2.820308	2.937593	4
2.937593	3.059686	1
3.059686	3.178648	2
3.178648	3.254826	3
3.254826	3.400308	4
3.400308	3.540308	1
3.540308	3.620308	2
3.620308	3.740308	3
3.740308	3.900308	4
3.900308	4.040308	1
4.040308	4.140308	2
4.140308	4.240308	3
4.240308	4.367228	4
4.367228	4.480973	1
4.480973	4.620308	2
4.620308	4.720308	3
4.720308	4.864992	4
4.864992	4.980308	1
4.980308	5.060308	2
5.060308	5.200308	3
5.200308	5.360308	4
5.360308	5.500308	1
5.500308	5.603811	2
5.603811	5.720308	3
5.720308	5.858432	4
5.858432	6.000308	1
6.000308	6.080308	2
6.080308	6.200308	3
6.200308	6.360308	4
6.360308	6.500308	1
6.500308	6.580308	2
6.580308	6.720308	3
6.720308	6.856046	4
6.856046	7.000308	1
7.000308	7.080308	2
7.080308	7.220308	3
7.220308	7.400308	4
7.400308	7.540308	1
7.540308	7.620308	2
7.620308	7.720308	3
7.720308	7.880308	4
7.880308	8.020308	1
8.020308	8.140308	2
8.140308	8.240308	3
8.240308	8.420308	4
8.420308	8.560308	1
8.560308	8.640308	2
8.640308	8.740308	3
8.740308	8.900308	4
8.900308	9.040308	1
9.040308	9.120308	2
9.120308	9.260308	3
9.260308	9.410606	4
9.410606	9.540004	1
9.540004	9.657922	2
9.657922	9.780308	3
9.780308	9.940308	4
9.940308	10.080308	1
10.080308	10.160308	2
10.160308	10.300308	3
10.300308	10.460308	4
10.460308	10.600308	1
10.600308	10.704582	2
10.704582	10.820308	3
10.820308	10.980308	4
10.980308	11.120308	1
11.120308	11.200308	2
11.200308	11.340308	3
11.340308	11.483055	4
11.483055	11.615584	1
11.615584	11.740308	2
11.740308	11.840308	3
11.840308	12.000308	4
12.000308	12.140308	1
12.140308	12.220308	2
12.220308	12.360308	3
12.360308	12.505714	4
12.505714	12.622589	1
12.622589	12.760308	2
12.760308	12.860308	3
12.860308	13.014956	4
13.014956	13.141224	1
13.141224	13.254968	2
13.254968	13.380308	3
13.380308	13.520025	4
13.520025	13.660308	1
13.660308	13.765254	2
13.765254	13.880308	3
13.880308	14.030311	4
14.030311	14.180308	1
14.180308	28.384	0
